param,estimate,se,lower_95,upper_95,p_value
const,63.77741046301696,1.3208773234458806,61.002350181734926,66.552470744299,1.693124636506155e-20
Rel_Peak_Ext_Torque,5.319904191018967,1.9257737906990877,1.2740035896207216,9.365804792417212,0.012826146505373153
HQ_Ratio,3.2289273228151245,2.0782106364403634,-1.1372312075457902,7.595085853176039,0.13766051614305633
RSI_DJ30,2.0763471847632498,1.6216856357662632,-1.3306879097603934,5.483382279286893,0.21667150164571825
