param,estimate,se,lower_95,upper_95,p_value
const,3.332272727272727,0.0171196925554822,3.296305587860764,3.36823986668469,2.2780405814602937e-31
Rel_Peak_Ext_Torque,-0.10557542158951996,0.024959664794733463,-0.15801373147380382,-0.05313711170523612,0.0005037057498378133
HQ_Ratio,-0.057501296263476415,0.026935375851995045,-0.11409042105310904,-0.0009121714738437939,0.04678063352985397
RSI_DJ30,-0.03766579509342011,0.02101842390142117,-0.08182386511904488,0.006492274932204667,0.08995317320864948
